Rotational Speed,Torque,Tool Wear,Failure,Failure_Type,Temperature_K
1429,43.66,85.0,0,No Failure,326.80999999999995
1803,36.83,103.3,1,Heat Dissipation Failure,362.39
1651,50.59,21.6,0,No Failure,338.55999999999995
1691,26.5,6.7,0,No Failure,320.02
1626,53.01,189.8,0,No Failure,328.38
1692,49.35,142.7,0,No Failure,322.72999999999996
1735,42.15,0.0,0,No Failure,343.54999999999995
1454,51.29,80.4,0,No Failure,311.84999999999997
1579,39.89,167.8,0,No Failure,315.71999999999997
2160,35.62,98.2,0,No Failure,325.46
1600,52.61,189.7,0,No Failure,342.03
1565,53.22,178.0,1,Tool Wear Failure,349.17999999999995
1586,37.9,33.6,0,No Failure,351.09999999999997
1474,36.7,106.4,0,No Failure,340.03999999999996
1398,42.44,88.1,0,No Failure,332.07
1623,37.27,31.6,0,No Failure,343.47999999999996
1373,66.35,27.7,0,No Failure,318.27
1499,49.43,66.6,0,No Failure,309.16999999999996
1273,45.2,76.5,0,No Failure,338.83
1588,31.94,132.0,0,No Failure,320.08
1754,55.35,177.7,0,No Failure,332.29999999999995
1476,36.44,145.8,0,No Failure,334.71
847,35.86,160.0,0,No Failure,336.38
1757,55.82,99.0,0,No Failure,345.34
1592,50.42,151.2,0,No Failure,343.96999999999997
1202,10.0,106.1,0,No Failure,335.69
1821,42.79,88.5,0,No Failure,327.4
1061,46.76,228.8,1,Tool Wear Failure,334.54999999999995
1916,40.25,0.0,0,No Failure,325.4
1530,47.25,2.6,0,No Failure,330.59999999999997
756,19.66,138.0,1,Heat Dissipation Failure,367.19
1612,10.0,99.1,0,No Failure,335.52
1408,31.34,28.8,0,No Failure,339.0
1355,48.95,51.7,0,No Failure,323.97999999999996
1292,10.0,59.5,0,No Failure,346.40999999999997
1505,33.19,168.5,0,No Failure,343.03
1380,18.08,187.7,0,No Failure,343.13
900,41.6,213.4,0,No Failure,335.94
1995,72.41,19.7,1,Power Failure,346.59
1464,41.96,33.0,0,No Failure,349.67999999999995
1294,43.49,28.9,0,No Failure,336.83
1155,56.75,192.3,0,No Failure,331.65999999999997
1820,45.3,140.0,0,No Failure,344.78
1096,41.99,119.8,0,No Failure,321.4
1597,57.97,128.8,0,No Failure,323.82
1346,51.61,111.6,0,No Failure,332.46
1366,49.04,47.7,0,No Failure,310.51
1164,43.06,145.8,0,No Failure,343.90999999999997
1333,40.16,103.8,0,No Failure,320.63
1553,57.84,43.0,0,No Failure,327.02
1632,40.29,149.5,0,No Failure,330.38
1275,62.24,89.5,0,No Failure,333.65999999999997
1518,30.34,128.6,0,No Failure,328.67999999999995
1861,65.07,107.5,1,Power Failure,332.27
968,51.61,168.5,0,No Failure,332.37
1548,31.44,128.2,0,No Failure,327.34
1217,52.13,62.0,0,No Failure,323.09999999999997
1182,35.9,134.3,0,No Failure,347.21
1641,45.47,136.3,0,No Failure,308.15
1359,38.19,145.7,0,No Failure,330.47999999999996
1124,43.14,177.2,0,No Failure,327.04999999999995
2013,58.18,78.0,1,Power Failure,338.59
1872,52.26,155.1,0,No Failure,314.24
874,29.24,11.5,0,No Failure,326.65
1034,30.05,107.8,0,No Failure,331.82
1758,48.79,98.5,0,No Failure,347.05999999999995
1450,49.8,201.9,1,Tool Wear Failure,337.46999999999997
2075,35.56,105.6,0,No Failure,317.76
1766,67.28,151.5,1,Power Failure,326.80999999999995
1655,56.39,9.3,0,No Failure,344.66999999999996
1192,36.24,93.9,0,No Failure,317.53999999999996
1722,34.89,64.2,0,No Failure,332.13
1103,41.81,260.0,1,Tool Wear Failure,333.03
2007,40.35,75.0,0,No Failure,328.13
1698,62.59,119.4,1,Heat Dissipation Failure,368.19
1261,58.78,122.6,0,No Failure,327.78
1832,45.49,19.6,0,No Failure,339.0
2335,54.49,83.4,1,Power Failure,323.19
1474,56.52,139.3,0,No Failure,340.01
1743,45.82,120.1,0,No Failure,344.46999999999997
1399,50.64,0.0,0,No Failure,325.51
1580,53.32,81.0,0,No Failure,332.44
1022,51.83,176.2,0,No Failure,321.51
1550,34.1,150.3,0,No Failure,318.27
1565,35.51,188.1,0,No Failure,346.63
2180,40.96,55.9,1,Heat Dissipation Failure,325.95
922,35.11,191.9,0,No Failure,308.15
1452,24.38,112.3,0,No Failure,356.09999999999997
2001,54.46,210.5,1,Power Failure,322.71999999999997
1465,49.85,115.2,0,No Failure,329.95
1490,26.25,0.0,0,No Failure,354.47999999999996
1258,41.63,166.0,0,No Failure,331.30999999999995
1224,42.42,88.4,0,No Failure,331.03
911,47.55,92.4,0,No Failure,317.17999999999995
1330,29.85,27.8,0,No Failure,311.9
1204,26.04,212.3,0,No Failure,330.99
1591,52.28,83.7,0,No Failure,337.87
1274,23.52,209.5,0,No Failure,337.12
1382,41.74,89.1,0,No Failure,326.89
1392,40.43,59.3,0,No Failure,333.40999999999997
1533,43.27,194.2,0,No Failure,309.27
1365,48.54,110.6,0,No Failure,339.13
1178,67.38,111.2,0,No Failure,335.25
1580,22.61,38.1,0,No Failure,358.80999999999995
1924,57.27,87.5,1,Power Failure,333.25
1595,10.0,140.7,0,No Failure,320.9
1337,64.51,37.0,0,No Failure,332.49
1507,16.4,82.7,0,No Failure,328.89
832,79.11,89.8,1,Tool Wear Failure,338.79999999999995
1501,39.54,119.0,0,No Failure,333.5
1410,63.07,203.8,1,Tool Wear Failure,316.77
1223,60.18,97.0,0,No Failure,311.89
1287,38.89,73.6,0,No Failure,336.57
1406,39.96,260.0,1,Tool Wear Failure,351.13
1897,33.28,89.0,0,No Failure,334.17999999999995
1932,56.02,103.6,0,No Failure,343.71999999999997
1225,39.07,93.5,0,No Failure,346.32
1369,33.53,98.4,0,No Failure,336.62
1378,52.52,119.7,0,No Failure,322.55999999999995
1833,32.44,170.2,0,No Failure,335.69
1601,40.39,139.2,0,No Failure,348.84
1582,46.5,179.6,0,No Failure,340.03999999999996
1738,36.01,177.6,0,No Failure,342.88
1341,38.12,127.5,0,No Failure,327.14
2027,66.49,137.6,1,Power Failure,330.52
1549,42.14,181.5,0,No Failure,331.60999999999996
1250,39.97,48.3,0,No Failure,332.47999999999996
1470,42.55,260.0,1,Tool Wear Failure,348.33
1981,51.36,84.2,0,No Failure,308.15
1401,30.53,93.9,0,No Failure,333.54999999999995
1882,50.98,42.3,0,No Failure,332.12
1331,48.58,44.1,0,No Failure,315.32
1282,19.96,173.4,0,No Failure,341.88
1781,70.12,251.2,1,Tool Wear Failure,323.72999999999996
1244,65.45,81.0,0,No Failure,328.51
1838,33.79,135.8,1,Heat Dissipation Failure,357.17999999999995
1673,29.29,128.2,0,No Failure,346.28
1244,48.19,175.0,0,No Failure,340.62
1525,25.04,248.1,1,Tool Wear Failure,338.09999999999997
1358,64.1,206.3,1,Tool Wear Failure,331.01
1672,38.44,100.7,0,No Failure,359.14
2211,67.71,146.7,1,Power Failure,343.58
1420,33.46,152.7,0,No Failure,323.40999999999997
1737,43.43,113.8,0,No Failure,314.95
1559,62.74,49.2,0,No Failure,340.52
1558,40.47,67.1,0,No Failure,332.41999999999996
1492,48.81,183.9,0,No Failure,314.57
1250,60.3,190.1,0,No Failure,338.71999999999997
1667,37.22,102.5,0,No Failure,329.65
1449,27.34,130.7,0,No Failure,340.04999999999995
1233,24.58,186.8,0,No Failure,338.89
1905,53.17,12.7,0,No Failure,325.24
1585,50.44,88.2,0,No Failure,341.38
1470,59.86,236.1,1,Tool Wear Failure,326.67999999999995
2019,41.16,133.0,0,No Failure,327.52
907,24.97,47.2,0,No Failure,326.22999999999996
1995,12.06,122.0,0,No Failure,347.84999999999997
1242,85.0,176.3,1,Tool Wear Failure,329.5
1624,52.38,0.0,0,No Failure,350.99
1344,46.92,125.6,0,No Failure,356.34
1227,48.9,92.7,0,No Failure,323.54999999999995
2010,24.96,16.5,0,No Failure,308.15
2200,33.87,119.9,1,Heat Dissipation Failure,346.72999999999996
1473,69.41,106.8,1,Power Failure,328.7
1667,54.22,113.6,0,No Failure,321.89
1570,34.31,94.1,0,No Failure,325.5
2156,27.82,53.7,0,No Failure,327.76
810,37.78,27.7,0,No Failure,350.01
1682,40.58,73.6,0,No Failure,335.22999999999996
1296,73.69,166.6,1,Tool Wear Failure,349.84
725,42.36,129.0,0,No Failure,339.57
1424,28.35,110.8,0,No Failure,329.13
2197,44.18,52.6,1,Power Failure,328.08
1320,48.7,92.6,0,No Failure,340.45
1827,27.07,159.2,0,No Failure,343.82
1970,50.63,145.3,0,No Failure,346.10999999999996
1546,61.92,86.4,0,No Failure,329.75
1592,46.94,0.0,0,No Failure,335.42999999999995
949,33.84,74.5,0,No Failure,340.74
1299,37.6,86.0,0,No Failure,328.15999999999997
1867,21.78,60.6,0,No Failure,318.4
1571,43.13,90.2,0,No Failure,322.66999999999996
1679,49.35,164.0,0,No Failure,330.02
1597,32.45,112.8,0,No Failure,341.76
2317,72.16,174.4,1,Power Failure,349.52
1399,56.09,24.5,0,No Failure,315.52
2112,19.9,96.7,0,No Failure,325.38
1597,20.19,0.0,0,No Failure,328.5
2143,31.22,89.4,0,No Failure,343.47999999999996
1121,67.02,52.3,0,No Failure,326.28
1615,57.47,191.9,1,Tool Wear Failure,327.55999999999995
1412,67.73,139.6,0,No Failure,314.78999999999996
1599,45.14,175.9,0,No Failure,339.42999999999995
1978,42.07,89.2,0,No Failure,331.04999999999995
1683,27.53,53.8,0,No Failure,324.65
1977,49.9,51.9,1,Power Failure,329.78
1315,42.25,130.9,0,No Failure,347.79999999999995
1262,41.71,223.6,1,Tool Wear Failure,320.09
1556,67.65,139.7,1,Power Failure,322.21
1536,43.23,92.5,0,No Failure,349.42999999999995
1485,63.63,103.7,0,No Failure,334.14
1214,22.77,113.1,0,No Failure,341.85999999999996
1970,82.63,236.6,1,Power Failure,338.37
1423,39.77,189.0,0,No Failure,332.69
2049,54.9,130.6,1,Power Failure,328.62
1554,57.13,121.6,0,No Failure,343.96
1777,38.04,133.0,0,No Failure,348.26
1745,56.47,144.7,0,No Failure,347.24
1262,57.19,90.2,0,No Failure,317.74
1679,35.02,64.4,0,No Failure,350.10999999999996
2225,35.18,176.9,1,Heat Dissipation Failure,328.5
1638,45.63,116.3,0,No Failure,323.33
1865,43.38,171.9,0,No Failure,330.95
1793,64.5,213.8,1,Power Failure,343.95
1657,54.84,146.2,0,No Failure,340.17999999999995
1615,44.01,136.5,0,No Failure,329.83
1742,53.49,260.0,1,Tool Wear Failure,344.03999999999996
1817,16.35,127.4,0,No Failure,334.96999999999997
1077,36.39,49.6,0,No Failure,325.7
1637,49.03,98.1,0,No Failure,323.95
1486,60.62,208.1,1,Tool Wear Failure,338.47999999999996
1413,47.8,37.3,0,No Failure,332.08
2004,65.42,69.9,1,Power Failure,315.27
1293,57.15,181.4,0,No Failure,344.15999999999997
1062,38.16,98.7,0,No Failure,326.90999999999997
1829,43.04,108.4,0,No Failure,353.84999999999997
1053,50.72,179.4,0,No Failure,314.90999999999997
875,38.72,72.0,0,No Failure,330.79999999999995
1868,66.44,26.9,1,Power Failure,324.04999999999995
1606,29.48,31.7,0,No Failure,320.46999999999997
1715,49.43,149.9,0,No Failure,326.82
1395,55.3,130.5,0,No Failure,356.16999999999996
1065,40.61,73.4,0,No Failure,335.01
1135,37.46,45.5,0,No Failure,322.85999999999996
1455,43.93,98.8,0,No Failure,309.38
1105,56.37,182.0,0,No Failure,310.77
1657,38.0,64.9,0,No Failure,326.17999999999995
1388,30.04,75.2,0,No Failure,324.90999999999997
1615,61.11,43.6,0,No Failure,330.24
1604,50.59,93.0,0,No Failure,308.15
1685,59.11,135.3,0,No Failure,331.96
1725,55.63,241.9,1,Tool Wear Failure,346.51
1430,75.52,128.1,1,Power Failure,354.25
1614,60.61,111.8,0,No Failure,308.52
1633,34.86,166.8,0,No Failure,322.72999999999996
700,51.58,156.8,0,No Failure,322.03999999999996
1776,37.2,80.3,0,No Failure,335.03999999999996
1602,38.64,253.1,1,Tool Wear Failure,317.28999999999996
1747,25.22,113.5,1,Heat Dissipation Failure,355.02
1100,40.99,129.2,0,No Failure,333.71999999999997
1439,52.63,148.1,0,No Failure,331.54999999999995
1168,44.08,135.8,0,No Failure,353.85999999999996
1811,29.61,206.5,1,Tool Wear Failure,332.94
1058,23.68,79.6,0,No Failure,338.34999999999997
1225,74.57,162.0,1,Tool Wear Failure,323.39
1737,49.55,124.9,0,No Failure,315.33
1330,33.46,174.0,0,No Failure,325.21999999999997
1225,51.46,102.1,1,Heat Dissipation Failure,361.58
1867,75.65,94.0,1,Power Failure,341.38
1882,53.69,158.9,0,No Failure,336.71999999999997
1803,10.0,136.5,0,No Failure,320.46
1847,82.13,65.8,1,Power Failure,345.0
1469,19.11,195.7,0,No Failure,315.5
1478,42.12,159.0,0,No Failure,312.78
1323,29.13,110.5,0,No Failure,325.88
1609,34.64,86.9,0,No Failure,358.55999999999995
1365,48.98,136.8,0,No Failure,357.82
1398,16.01,154.6,0,No Failure,327.28
1760,43.74,19.4,0,No Failure,324.39
1965,61.06,137.5,1,Power Failure,311.83
1689,33.19,154.2,0,No Failure,334.15999999999997
2178,25.54,0.0,0,No Failure,335.26
1303,43.05,126.8,0,No Failure,343.40999999999997
907,40.26,156.7,0,No Failure,344.99
1800,36.67,149.9,0,No Failure,330.58
1280,28.36,163.1,0,No Failure,340.38
1454,52.27,95.3,0,No Failure,324.03999999999996
931,53.33,52.6,0,No Failure,340.13
1235,30.08,7.0,0,No Failure,326.55999999999995
1024,32.02,180.5,0,No Failure,339.12
1398,46.91,157.2,0,No Failure,338.07
1412,31.49,185.1,0,No Failure,334.03999999999996
1581,47.5,71.5,0,No Failure,343.47999999999996
1984,65.55,163.2,1,Power Failure,312.72999999999996
1787,44.16,24.8,0,No Failure,319.30999999999995
982,28.01,62.8,0,No Failure,329.64
1763,50.49,122.6,0,No Failure,314.39
1589,42.51,154.8,0,No Failure,327.85999999999996
1516,42.9,215.7,1,Tool Wear Failure,328.28
1542,51.65,100.6,0,No Failure,350.17999999999995
1622,54.67,63.1,0,No Failure,335.0
1308,45.5,60.0,0,No Failure,346.53
1486,44.15,73.7,0,No Failure,337.07
1964,73.89,248.3,1,Power Failure,326.19
1304,61.81,160.4,0,No Failure,334.89
1190,56.67,181.8,0,No Failure,342.63
1528,46.84,100.7,0,No Failure,348.65999999999997
1154,30.92,114.9,0,No Failure,331.42999999999995
947,60.78,157.0,0,No Failure,311.72999999999996
1429,47.02,84.7,0,No Failure,310.82
2057,36.92,97.5,0,No Failure,328.90999999999997
1536,41.6,74.5,0,No Failure,308.15
1613,31.47,88.2,0,No Failure,356.49
804,59.8,117.9,0,No Failure,340.90999999999997
1703,54.56,65.7,0,No Failure,324.89
1583,47.54,132.2,0,No Failure,318.71999999999997
1317,44.4,132.1,0,No Failure,346.52
1613,35.47,104.2,0,No Failure,318.66999999999996
1610,15.18,65.4,0,No Failure,319.90999999999997
1179,25.22,121.3,0,No Failure,323.19
1666,34.6,84.7,0,No Failure,334.63
1969,32.5,117.8,0,No Failure,341.21999999999997
1470,49.05,180.9,0,No Failure,348.65
1246,56.36,39.8,0,No Failure,346.72999999999996
1488,43.2,245.4,1,Tool Wear Failure,333.15999999999997
1849,64.72,110.6,1,Power Failure,346.41999999999996
1121,34.04,139.7,0,No Failure,324.42999999999995
1752,43.1,69.8,0,No Failure,309.47999999999996
1313,44.29,183.5,0,No Failure,324.42999999999995
1635,60.29,107.5,0,No Failure,322.66999999999996
1352,46.48,91.4,0,No Failure,324.92999999999995
1352,46.87,80.5,0,No Failure,320.67999999999995
2083,21.83,98.9,0,No Failure,327.15999999999997
1057,32.4,140.1,0,No Failure,341.21
1720,60.34,125.4,1,Power Failure,355.45
2156,15.95,112.6,0,No Failure,310.71999999999997
1790,63.8,72.3,1,Power Failure,316.40999999999997
1084,52.0,68.8,0,No Failure,322.85999999999996
1101,34.53,87.3,0,No Failure,343.09999999999997
1287,33.35,142.6,0,No Failure,330.49
1605,71.54,154.7,1,Power Failure,323.74
1629,64.76,162.8,1,Power Failure,342.46999999999997
1105,43.33,114.9,0,No Failure,345.58
1245,46.88,138.0,0,No Failure,332.90999999999997
1266,35.95,104.9,0,No Failure,322.53999999999996
1487,46.89,10.5,0,No Failure,336.65999999999997
2245,35.57,102.0,0,No Failure,330.12
1223,43.9,92.5,0,No Failure,330.02
1208,70.34,52.7,0,No Failure,326.49
1153,43.66,81.0,0,No Failure,345.16999999999996
1772,30.33,123.1,0,No Failure,336.4
1536,25.87,47.0,0,No Failure,346.60999999999996
1236,46.78,72.4,0,No Failure,350.52
1423,34.35,207.9,0,No Failure,339.12
1273,48.45,18.8,0,No Failure,326.57
1654,22.33,104.0,0,No Failure,346.66999999999996
2490,54.66,45.0,1,Power Failure,339.2
1743,30.16,69.9,1,Heat Dissipation Failure,366.99
1517,45.65,103.1,0,No Failure,337.17999999999995
1317,40.26,55.7,0,No Failure,342.21999999999997
1080,69.06,149.4,0,No Failure,336.92999999999995
1807,47.4,196.1,0,No Failure,331.85999999999996
1788,72.24,165.5,1,Power Failure,329.78999999999996
1387,52.85,176.5,0,No Failure,336.97999999999996
1975,64.96,32.2,1,Power Failure,339.92999999999995
1557,42.08,100.4,0,No Failure,348.15999999999997
1821,49.84,143.0,0,No Failure,337.16999999999996
1654,62.06,167.3,1,Power Failure,327.13
1488,57.67,220.2,1,Tool Wear Failure,328.9
1216,52.43,179.1,0,No Failure,315.95
1499,40.41,168.8,0,No Failure,354.75
1845,42.78,260.0,1,Tool Wear Failure,326.10999999999996
1372,60.93,120.8,0,No Failure,345.72999999999996
1704,63.84,97.7,0,No Failure,336.75
1171,36.7,125.6,0,No Failure,337.09999999999997
1823,34.59,60.1,0,No Failure,331.62
1660,32.34,119.1,0,No Failure,322.90999999999997
1129,56.62,11.4,0,No Failure,320.55999999999995
1472,31.99,83.2,0,No Failure,355.62
1876,56.45,108.1,1,Power Failure,334.63
1109,52.64,172.0,0,No Failure,347.78
1175,37.37,181.7,1,Tool Wear Failure,351.15
1526,66.89,57.2,1,Power Failure,327.80999999999995
2297,24.53,239.6,1,Tool Wear Failure,338.65999999999997
1315,68.23,123.9,0,No Failure,333.74
1723,49.46,129.4,0,No Failure,318.10999999999996
1641,15.97,17.9,0,No Failure,330.74
1344,67.29,77.8,0,No Failure,340.78999999999996
1606,58.61,178.0,0,No Failure,326.65999999999997
1393,39.01,125.2,0,No Failure,328.92999999999995
1425,31.49,121.5,0,No Failure,330.9
969,23.03,128.6,0,No Failure,360.59999999999997
1541,78.82,28.4,1,Power Failure,309.30999999999995
1865,32.07,109.2,0,No Failure,339.66999999999996
1570,27.31,199.5,0,No Failure,329.85999999999996
1932,48.75,180.2,1,Tool Wear Failure,324.82
1753,22.07,107.5,0,No Failure,329.53999999999996
1529,31.26,208.8,0,No Failure,341.83
1330,58.93,39.5,0,No Failure,342.57
1380,51.5,56.7,0,No Failure,335.57
1035,39.59,226.8,1,Tool Wear Failure,347.35999999999996
1457,45.26,149.7,0,No Failure,349.64
1601,38.81,97.7,0,No Failure,343.76
2150,44.13,111.7,1,Power Failure,326.04999999999995
1735,34.33,66.6,0,No Failure,339.58
1247,36.88,131.6,0,No Failure,339.64
1046,36.45,126.8,0,No Failure,322.54999999999995
1478,34.84,116.2,0,No Failure,312.75
1834,59.61,45.4,0,No Failure,308.15
1473,55.78,130.9,0,No Failure,334.05999999999995
1740,31.95,83.2,0,No Failure,337.02
1487,28.28,55.8,0,No Failure,317.78999999999996
1801,42.8,191.0,0,No Failure,346.75
991,75.17,245.2,1,Tool Wear Failure,335.13
2111,30.61,231.6,1,Tool Wear Failure,350.69
1161,42.74,154.0,0,No Failure,337.96999999999997
1828,46.24,99.1,0,No Failure,319.28999999999996
1455,43.48,110.8,0,No Failure,339.10999999999996
1509,38.59,139.3,0,No Failure,341.85999999999996
1466,61.17,89.8,0,No Failure,326.03
1639,51.36,194.1,0,No Failure,314.4
1710,56.84,0.0,0,No Failure,334.45
1920,53.25,97.3,0,No Failure,320.14
2043,57.52,163.1,1,Power Failure,347.71999999999997
1666,67.18,64.3,1,Power Failure,327.85999999999996
2150,63.63,100.6,1,Power Failure,355.57
1583,77.55,150.6,1,Power Failure,308.15
1927,62.04,206.1,1,Power Failure,334.9
1700,35.63,37.4,0,No Failure,351.72999999999996
1358,56.86,32.9,0,No Failure,321.58
1613,54.95,58.2,0,No Failure,331.08
1726,71.88,22.7,1,Power Failure,327.90999999999997
1539,31.46,27.0,0,No Failure,324.26
1694,52.81,56.6,0,No Failure,336.33
1853,35.47,189.0,0,No Failure,316.30999999999995
1542,52.18,96.3,0,No Failure,331.71
600,41.99,116.9,0,No Failure,339.85999999999996
2137,51.71,57.7,1,Power Failure,330.34999999999997
1446,25.26,153.0,0,No Failure,320.15
1262,56.11,227.5,1,Tool Wear Failure,346.53999999999996
1157,47.88,61.7,0,No Failure,342.64
1432,47.13,218.5,1,Tool Wear Failure,319.60999999999996
1353,72.3,136.9,1,Tool Wear Failure,316.33
1292,39.65,116.0,0,No Failure,320.77
1311,49.79,139.0,0,No Failure,340.24
1735,46.4,138.4,0,No Failure,336.72999999999996
2261,47.77,226.4,1,Power Failure,343.41999999999996
1837,76.11,146.2,1,Power Failure,328.90999999999997
1943,45.89,147.5,0,No Failure,321.13
1418,37.06,89.7,0,No Failure,345.09999999999997
1587,71.19,165.3,1,Power Failure,325.96
1699,40.69,57.6,0,No Failure,335.58
1319,22.53,121.5,0,No Failure,313.0
1401,34.63,260.0,1,Tool Wear Failure,325.74
1849,27.55,0.0,0,No Failure,346.27
1932,19.8,129.0,0,No Failure,323.84
1574,39.92,131.3,0,No Failure,343.74
1132,44.02,101.3,0,No Failure,308.15
1447,61.53,102.7,0,No Failure,325.88
1046,53.81,120.5,0,No Failure,330.91999999999996
1576,53.17,99.9,0,No Failure,355.79999999999995
1639,32.5,128.3,0,No Failure,317.95
1455,57.39,85.7,0,No Failure,341.87
1635,64.48,236.3,1,Tool Wear Failure,346.89
1696,50.52,99.9,0,No Failure,323.77
1640,50.92,149.2,0,No Failure,328.28999999999996
1129,27.29,74.9,0,No Failure,334.99
1461,59.76,171.0,0,No Failure,313.89
1693,69.93,159.0,1,Power Failure,327.22999999999996
2103,49.52,140.2,1,Power Failure,349.74
1455,36.68,53.4,0,No Failure,339.94
1743,42.73,69.9,0,No Failure,331.10999999999996
1857,39.11,216.2,0,No Failure,334.62
1481,39.95,69.2,0,No Failure,340.7
1952,54.07,153.5,1,Power Failure,343.19
1971,48.91,58.3,0,No Failure,325.91999999999996
2033,59.06,175.5,1,Power Failure,353.09999999999997
1710,50.19,73.8,0,No Failure,350.26
2376,32.9,57.2,1,Heat Dissipation Failure,341.95
1335,37.99,72.3,0,No Failure,322.19
2293,37.12,81.8,1,Heat Dissipation Failure,319.89
1819,42.39,139.3,0,No Failure,328.9
2019,70.13,119.2,1,Power Failure,333.94
1438,72.37,49.3,1,Power Failure,310.15999999999997
1846,56.71,113.3,0,No Failure,339.58
2049,46.66,46.4,1,Heat Dissipation Failure,349.89
1169,25.94,153.6,0,No Failure,340.64
1493,48.08,164.6,0,No Failure,324.35999999999996
801,33.94,113.6,0,No Failure,322.82
1488,67.83,131.3,1,Power Failure,337.04999999999995
1264,22.51,220.1,0,No Failure,331.15999999999997
1474,50.38,105.5,0,No Failure,338.90999999999997
2573,32.76,58.3,1,Heat Dissipation Failure,340.96999999999997
2151,44.87,149.8,1,Heat Dissipation Failure,347.34
1046,54.32,47.0,0,No Failure,318.42999999999995
1745,59.31,102.4,0,No Failure,336.03
1830,44.15,79.1,0,No Failure,328.41999999999996
1432,55.66,72.9,0,No Failure,331.87
1612,35.73,100.0,0,No Failure,344.39
1647,48.44,169.0,0,No Failure,345.79999999999995
1079,59.03,181.3,1,Tool Wear Failure,351.33
1189,49.65,170.6,0,No Failure,338.67999999999995
1610,37.59,135.2,0,No Failure,331.71999999999997
1585,41.09,99.5,0,No Failure,329.85999999999996
1302,59.22,0.0,0,No Failure,310.59999999999997
1272,29.71,137.1,0,No Failure,350.57
1519,31.78,0.0,0,No Failure,328.96999999999997
1860,53.42,0.0,0,No Failure,339.72999999999996
1523,38.85,105.3,0,No Failure,341.97999999999996
2118,24.66,130.9,0,No Failure,316.96
1306,63.91,87.9,0,No Failure,321.15
1618,29.61,207.1,1,Tool Wear Failure,353.26
1426,42.21,142.7,0,No Failure,336.92999999999995
1756,36.33,100.0,0,No Failure,325.59999999999997
1276,40.83,198.2,1,Tool Wear Failure,331.51
2225,32.62,208.9,1,Tool Wear Failure,347.27
958,55.0,145.8,0,No Failure,345.29999999999995
2150,46.55,68.5,0,No Failure,314.09
1581,58.77,82.0,0,No Failure,354.4
1743,36.47,28.2,0,No Failure,345.71
2017,74.86,112.5,1,Power Failure,331.16999999999996
1850,18.33,52.0,0,No Failure,317.65999999999997
1294,22.81,95.3,0,No Failure,346.84999999999997
1760,69.54,130.6,1,Power Failure,339.34
2204,51.64,0.0,1,Power Failure,314.2
1239,49.78,39.2,0,No Failure,330.13
2291,51.04,84.6,1,Heat Dissipation Failure,373.78999999999996
1685,53.0,111.8,0,No Failure,333.35999999999996
1398,49.2,85.4,0,No Failure,323.5
1237,31.48,98.8,0,No Failure,320.03999999999996
1472,56.45,72.6,0,No Failure,356.19
866,54.25,28.0,0,No Failure,344.16999999999996
1405,65.0,82.9,0,No Failure,351.45
1458,69.7,102.2,0,No Failure,336.38
1174,49.63,96.4,0,No Failure,349.45
1812,27.81,121.7,0,No Failure,322.12
1473,69.82,140.1,1,Power Failure,335.26
1327,30.75,155.9,0,No Failure,336.88
1436,49.73,77.0,0,No Failure,351.12
1674,41.41,20.5,0,No Failure,337.28999999999996
1576,38.97,191.3,0,No Failure,325.02
1305,55.7,138.1,0,No Failure,333.97999999999996
1594,48.42,57.7,0,No Failure,311.35999999999996
1532,52.19,131.7,0,No Failure,308.15
1151,33.58,179.1,0,No Failure,343.96
1449,42.56,218.8,0,No Failure,328.28
1753,34.23,130.0,0,No Failure,329.75
1750,42.21,178.6,0,No Failure,343.95
1470,43.34,42.4,0,No Failure,351.30999999999995
1787,70.82,112.8,1,Power Failure,340.09999999999997
1207,41.37,94.9,0,No Failure,358.21
1218,15.24,135.6,0,No Failure,339.67999999999995
1462,64.53,211.7,1,Tool Wear Failure,337.08
2074,51.29,130.0,1,Power Failure,336.28
1607,43.17,58.7,0,No Failure,316.44
1454,38.88,39.2,0,No Failure,345.58
2090,31.74,213.7,1,Tool Wear Failure,308.15
1450,72.13,145.8,1,Power Failure,325.53
2332,45.73,141.9,1,Power Failure,333.45
1371,20.67,94.4,0,No Failure,322.88
1196,49.59,131.1,0,No Failure,327.28
1492,61.89,55.8,1,Heat Dissipation Failure,357.05999999999995
1463,47.19,138.2,0,No Failure,347.5
1267,32.38,44.5,0,No Failure,324.22999999999996
2461,31.12,93.4,1,Heat Dissipation Failure,327.04999999999995
1662,32.16,76.4,0,No Failure,316.54999999999995
1712,66.3,0.0,1,Power Failure,342.30999999999995
1388,44.0,94.2,0,No Failure,329.9
1348,21.5,61.1,0,No Failure,308.15
1909,50.38,102.4,0,No Failure,334.46
963,46.97,115.1,0,No Failure,338.85999999999996
1150,38.72,221.1,1,Tool Wear Failure,345.66999999999996
1463,30.71,133.3,0,No Failure,332.2
2023,30.11,135.0,0,No Failure,328.30999999999995
1419,60.21,144.7,0,No Failure,358.96999999999997
1696,48.47,167.3,0,No Failure,333.24
1560,51.7,142.3,0,No Failure,342.5
2004,48.43,131.9,0,No Failure,326.14
995,49.59,157.7,0,No Failure,342.12
1808,38.44,0.0,0,No Failure,314.22999999999996
1480,42.12,240.3,1,Tool Wear Failure,327.14
1874,61.31,210.4,1,Power Failure,317.44
1263,64.8,128.0,0,No Failure,325.28999999999996
1559,27.89,30.2,0,No Failure,349.40999999999997
